physical_id,snap_hour,coverage
2027,2018-01-04 20:00:00,0.25
2027,2018-01-04 21:00:00,0.5
2027,2018-01-04 22:00:00,0.5
2027,2018-01-04 23:00:00,0.5
2028,2018-01-04 20:00:00,0.25
2028,2018-01-04 21:00:00,0.25
2028,2018-01-04 22:00:00,0.5
2028,2018-01-04 23:00:00,0.5
2030,2018-01-04 20:00:00,0.5
2030,2018-01-04 21:00:00,0.25
2030,2018-01-04 22:00:00,0.25
2030,2018-01-04 23:00:00,0.5
2031,2018-01-04 20:00:00,0.5
2031,2018-01-04 21:00:00,0.25
2031,2018-01-04 22:00:00,0.5
2031,2018-01-04 23:00:00,1.0
2032,2018-01-04 20:00:00,0.5
2032,2018-01-04 21:00:00,0.25
2032,2018-01-04 22:00:00,0.25
2032,2018-01-04 23:00:00,0.5
2033,2018-01-04 20:00:00,0.75
2033,2018-01-04 21:00:00,0.25
2033,2018-01-04 22:00:00,0.25
2033,2018-01-04 23:00:00,0.5
2034,2018-01-04 20:00:00,0.5
2034,2018-01-04 21:00:00,0.25
2034,2018-01-04 22:00:00,0.25
2034,2018-01-04 23:00:00,0.5
2035,2018-01-04 20:00:00,0.5
2035,2018-01-04 21:00:00,0.25
2035,2018-01-04 22:00:00,0.25
2035,2018-01-04 23:00:00,1.0
2036,2018-01-04 20:00:00,0.5
2036,2018-01-04 21:00:00,0.25
2036,2018-01-04 22:00:00,0.25
2036,2018-01-04 23:00:00,1.0
2037,2018-01-04 20:00:00,0.25
2037,2018-01-04 21:00:00,0.25
2037,2018-01-04 22:00:00,0.25
2037,2018-01-04 23:00:00,1.0
2038,2018-01-04 20:00:00,0.5
2038,2018-01-04 21:00:00,0.25
2038,2018-01-04 22:00:00,0.5
2038,2018-01-04 23:00:00,1.0
2039,2018-01-04 20:00:00,0.25
2039,2018-01-04 21:00:00,0.25
2039,2018-01-04 22:00:00,0.25
2039,2018-01-04 23:00:00,0.5
2040,2018-01-04 20:00:00,0.75
2040,2018-01-04 21:00:00,0.25
2040,2018-01-04 22:00:00,0.5
2040,2018-01-04 23:00:00,1.0
2041,2018-01-04 20:00:00,0.5
2041,2018-01-04 21:00:00,0.25
2041,2018-01-04 22:00:00,0.5
2041,2018-01-04 23:00:00,1.0
2043,2018-01-04 20:00:00,0.25
2043,2018-01-04 21:00:00,0.5
2043,2018-01-04 22:00:00,0.25
2043,2018-01-04 23:00:00,1.0
2044,2018-01-04 20:00:00,0.25
2044,2018-01-04 21:00:00,0.5
2044,2018-01-04 22:00:00,0.75
2044,2018-01-04 23:00:00,1.0
2045,2018-01-04 20:00:00,0.5
2045,2018-01-04 21:00:00,0.5
2045,2018-01-04 22:00:00,0.25
2045,2018-01-04 23:00:00,1.0
2046,2018-01-04 20:00:00,0.75
2046,2018-01-04 21:00:00,0.25
2046,2018-01-04 22:00:00,0.25
2046,2018-01-04 23:00:00,1.0
2047,2018-01-04 20:00:00,0.25
2047,2018-01-04 21:00:00,0.25
2047,2018-01-04 22:00:00,0.25
2047,2018-01-04 23:00:00,1.0
2048,2018-01-04 20:00:00,0.5
2048,2018-01-04 21:00:00,0.25
2048,2018-01-04 22:00:00,0.25
2048,2018-01-04 23:00:00,1.0
2049,2018-01-04 20:00:00,0.5
2049,2018-01-04 21:00:00,0.25
2049,2018-01-04 22:00:00,0.25
2049,2018-01-04 23:00:00,0.5
2050,2018-01-04 20:00:00,0.75
2050,2018-01-04 21:00:00,0.75
2050,2018-01-04 22:00:00,0.25
2050,2018-01-04 23:00:00,0.5
2051,2018-01-04 20:00:00,0.75
2051,2018-01-04 21:00:00,0.5
2051,2018-01-04 22:00:00,0.25
2051,2018-01-04 23:00:00,0.5
2052,2018-01-04 19:00:00,1.0
2052,2018-01-04 20:00:00,1.0
2052,2018-01-04 21:00:00,0.5
2052,2018-01-04 22:00:00,0.25
2052,2018-01-04 23:00:00,1.0
2053,2018-01-04 19:00:00,1.0
2053,2018-01-04 20:00:00,1.0
2053,2018-01-04 21:00:00,0.25
2053,2018-01-04 22:00:00,0.5
2053,2018-01-04 23:00:00,1.0
2057,2018-01-04 20:00:00,0.25
2057,2018-01-04 21:00:00,0.25
2057,2018-01-04 22:00:00,0.25
2057,2018-01-04 23:00:00,0.5
2058,2018-01-04 20:00:00,0.25
2058,2018-01-04 21:00:00,0.25
2058,2018-01-04 22:00:00,0.25
2058,2018-01-04 23:00:00,0.5
2059,2018-01-04 20:00:00,0.25
2059,2018-01-04 21:00:00,0.25
2059,2018-01-04 22:00:00,0.25
2059,2018-01-04 23:00:00,0.5
2060,2018-01-04 20:00:00,0.25
2060,2018-01-04 21:00:00,0.25
2060,2018-01-04 22:00:00,0.25
2060,2018-01-04 23:00:00,0.5
2061,2018-01-04 20:00:00,0.25
2061,2018-01-04 21:00:00,0.25
2061,2018-01-04 22:00:00,0.25
2061,2018-01-04 23:00:00,0.5
2063,2018-01-04 19:00:00,1.0
2063,2018-01-04 20:00:00,0.25
2063,2018-01-04 21:00:00,0.5
2063,2018-01-04 22:00:00,0.25
2063,2018-01-04 23:00:00,1.0
2064,2018-01-04 19:00:00,1.0
2064,2018-01-04 20:00:00,0.5
2064,2018-01-04 21:00:00,0.5
2064,2018-01-04 22:00:00,0.25
2064,2018-01-04 23:00:00,1.0
2065,2018-01-04 19:00:00,1.0
2065,2018-01-04 20:00:00,0.25
2065,2018-01-04 21:00:00,0.5
2065,2018-01-04 22:00:00,0.25
2065,2018-01-04 23:00:00,1.0
2066,2018-01-04 19:00:00,1.0
2066,2018-01-04 20:00:00,0.25
2066,2018-01-04 21:00:00,0.5
2066,2018-01-04 22:00:00,0.25
2066,2018-01-04 23:00:00,1.0
2068,2018-01-04 19:00:00,1.0
2068,2018-01-04 20:00:00,0.75
2068,2018-01-04 21:00:00,1.0
2068,2018-01-04 22:00:00,0.5
2068,2018-01-04 23:00:00,1.0
2069,2018-01-04 19:00:00,1.0
2069,2018-01-04 20:00:00,0.75
2069,2018-01-04 21:00:00,1.0
2069,2018-01-04 22:00:00,0.5
2069,2018-01-04 23:00:00,1.0
2070,2018-01-04 19:00:00,1.0
2070,2018-01-04 20:00:00,1.0
2070,2018-01-04 21:00:00,1.0
2070,2018-01-04 22:00:00,0.25
2070,2018-01-04 23:00:00,1.0
2071,2018-01-04 19:00:00,1.0
2071,2018-01-04 20:00:00,1.0
2071,2018-01-04 21:00:00,1.0
2071,2018-01-04 22:00:00,0.5
2071,2018-01-04 23:00:00,1.0
2072,2018-01-04 19:00:00,1.0
2072,2018-01-04 20:00:00,1.0
2072,2018-01-04 21:00:00,1.0
2072,2018-01-04 22:00:00,0.25
2072,2018-01-04 23:00:00,1.0
2073,2018-01-04 19:00:00,1.0
2073,2018-01-04 20:00:00,0.5
2073,2018-01-04 21:00:00,0.75
2073,2018-01-04 22:00:00,1.0
2073,2018-01-04 23:00:00,1.0
2074,2018-01-04 19:00:00,1.0
2074,2018-01-04 20:00:00,0.5
2074,2018-01-04 21:00:00,0.75
2074,2018-01-04 22:00:00,0.25
2074,2018-01-04 23:00:00,1.0
2075,2018-01-04 19:00:00,1.0
2075,2018-01-04 20:00:00,0.75
2075,2018-01-04 21:00:00,0.5
2075,2018-01-04 22:00:00,0.5
2075,2018-01-04 23:00:00,1.0
2076,2018-01-04 19:00:00,1.0
2076,2018-01-04 20:00:00,0.25
2076,2018-01-04 21:00:00,0.5
2076,2018-01-04 22:00:00,0.25
2076,2018-01-04 23:00:00,1.0
2077,2018-01-04 19:00:00,1.0
2077,2018-01-04 20:00:00,0.25
2077,2018-01-04 21:00:00,0.25
2077,2018-01-04 22:00:00,0.5
2077,2018-01-04 23:00:00,1.0
2080,2018-01-04 19:00:00,1.0
2080,2018-01-04 20:00:00,0.5
2080,2018-01-04 21:00:00,0.5
2080,2018-01-04 22:00:00,1.0
2080,2018-01-04 23:00:00,1.0
2081,2018-01-04 19:00:00,1.0
2081,2018-01-04 20:00:00,0.5
2081,2018-01-04 21:00:00,0.5
2081,2018-01-04 22:00:00,1.0
2081,2018-01-04 23:00:00,1.0
2082,2018-01-04 19:00:00,1.0
2082,2018-01-04 20:00:00,0.5
2082,2018-01-04 21:00:00,0.5
2082,2018-01-04 22:00:00,0.75
2082,2018-01-04 23:00:00,1.0
2084,2018-01-04 19:00:00,1.0
2084,2018-01-04 20:00:00,0.5
2084,2018-01-04 21:00:00,0.25
2084,2018-01-04 22:00:00,0.25
2084,2018-01-04 23:00:00,1.0
2085,2018-01-04 19:00:00,1.0
2085,2018-01-04 20:00:00,0.75
2085,2018-01-04 21:00:00,0.5
2085,2018-01-04 22:00:00,1.0
2085,2018-01-04 23:00:00,1.0
2087,2018-01-04 19:00:00,1.0
2087,2018-01-04 20:00:00,0.25
2087,2018-01-04 21:00:00,0.5
2087,2018-01-04 22:00:00,0.25
2087,2018-01-04 23:00:00,1.0
2088,2018-01-04 19:00:00,1.0
2088,2018-01-04 20:00:00,0.25
2088,2018-01-04 21:00:00,0.25
2088,2018-01-04 22:00:00,0.25
2088,2018-01-04 23:00:00,1.0
2091,2018-01-04 19:00:00,1.0
2091,2018-01-04 20:00:00,0.25
2091,2018-01-04 21:00:00,0.25
2091,2018-01-04 22:00:00,0.25
2091,2018-01-04 23:00:00,1.0
2092,2018-01-04 19:00:00,0.0
2092,2018-01-04 20:00:00,0.0
2092,2018-01-04 21:00:00,0.25
2092,2018-01-04 22:00:00,0.25
2092,2018-01-04 23:00:00,1.0
2093,2018-01-04 19:00:00,1.0
2093,2018-01-04 20:00:00,0.5
2093,2018-01-04 21:00:00,0.5
2093,2018-01-04 22:00:00,0.5
2093,2018-01-04 23:00:00,1.0
2094,2018-01-04 20:00:00,0.75
2094,2018-01-04 21:00:00,0.25
2094,2018-01-04 22:00:00,0.25
2094,2018-01-04 23:00:00,1.0
2095,2018-01-04 19:00:00,1.0
2095,2018-01-04 20:00:00,0.75
2095,2018-01-04 21:00:00,1.0
2095,2018-01-04 22:00:00,0.25
2095,2018-01-04 23:00:00,1.0
2096,2018-01-04 19:00:00,1.0
2096,2018-01-04 20:00:00,0.75
2096,2018-01-04 21:00:00,1.0
2096,2018-01-04 22:00:00,0.25
2096,2018-01-04 23:00:00,1.0
2097,2018-01-04 19:00:00,1.0
2097,2018-01-04 20:00:00,1.0
2097,2018-01-04 21:00:00,1.0
2097,2018-01-04 22:00:00,0.5
2097,2018-01-04 23:00:00,1.0
2098,2018-01-04 19:00:00,1.0
2098,2018-01-04 20:00:00,1.0
2098,2018-01-04 21:00:00,1.0
2098,2018-01-04 22:00:00,0.5
2098,2018-01-04 23:00:00,1.0
2100,2018-01-04 19:00:00,1.0
2100,2018-01-04 20:00:00,1.0
2100,2018-01-04 21:00:00,1.0
2100,2018-01-04 22:00:00,0.5
2100,2018-01-04 23:00:00,1.0
2102,2018-01-04 19:00:00,1.0
2102,2018-01-04 20:00:00,1.0
2102,2018-01-04 21:00:00,0.75
2102,2018-01-04 22:00:00,0.5
2102,2018-01-04 23:00:00,1.0
2103,2018-01-04 19:00:00,1.0
2103,2018-01-04 20:00:00,0.5
2103,2018-01-04 21:00:00,0.5
2103,2018-01-04 22:00:00,0.25
2103,2018-01-04 23:00:00,1.0
2104,2018-01-04 19:00:00,1.0
2104,2018-01-04 20:00:00,0.25
2104,2018-01-04 21:00:00,0.25
2104,2018-01-04 22:00:00,0.5
2104,2018-01-04 23:00:00,1.0
2106,2018-01-04 19:00:00,1.0
2106,2018-01-04 20:00:00,0.25
2106,2018-01-04 21:00:00,0.25
2106,2018-01-04 22:00:00,0.5
2106,2018-01-04 23:00:00,1.0
2110,2018-01-04 19:00:00,0.0
2110,2018-01-04 20:00:00,0.0
2110,2018-01-04 21:00:00,0.0
2110,2018-01-04 22:00:00,0.0
2110,2018-01-04 23:00:00,0.0
2111,2018-01-04 19:00:00,1.0
2111,2018-01-04 20:00:00,0.25
2111,2018-01-04 21:00:00,0.5
2111,2018-01-04 22:00:00,0.25
2111,2018-01-04 23:00:00,1.0
2113,2018-01-04 20:00:00,0.25
2113,2018-01-04 21:00:00,0.5
2113,2018-01-04 22:00:00,0.25
2113,2018-01-04 23:00:00,1.0
2114,2018-01-04 20:00:00,0.25
2114,2018-01-04 21:00:00,0.5
2114,2018-01-04 22:00:00,0.5
2114,2018-01-04 23:00:00,1.0
2115,2018-01-04 19:00:00,1.0
2115,2018-01-04 20:00:00,0.25
2115,2018-01-04 21:00:00,0.75
2115,2018-01-04 22:00:00,0.75
2115,2018-01-04 23:00:00,1.0
2116,2018-01-04 19:00:00,1.0
2116,2018-01-04 20:00:00,0.25
2116,2018-01-04 21:00:00,1.0
2116,2018-01-04 22:00:00,0.75
2116,2018-01-04 23:00:00,1.0
2117,2018-01-04 19:00:00,1.0
2117,2018-01-04 20:00:00,0.25
2117,2018-01-04 21:00:00,1.0
2117,2018-01-04 22:00:00,0.75
2117,2018-01-04 23:00:00,1.0
2118,2018-01-04 19:00:00,1.0
2118,2018-01-04 20:00:00,0.5
2118,2018-01-04 21:00:00,1.0
2118,2018-01-04 22:00:00,0.75
2118,2018-01-04 23:00:00,1.0
2119,2018-01-04 19:00:00,1.0
2119,2018-01-04 20:00:00,0.75
2119,2018-01-04 21:00:00,1.0
2119,2018-01-04 22:00:00,1.0
2119,2018-01-04 23:00:00,1.0
2120,2018-01-04 19:00:00,1.0
2120,2018-01-04 20:00:00,0.75
2120,2018-01-04 21:00:00,1.0
2120,2018-01-04 22:00:00,0.75
2120,2018-01-04 23:00:00,1.0
2121,2018-01-04 19:00:00,1.0
2121,2018-01-04 20:00:00,1.0
2121,2018-01-04 21:00:00,1.0
2121,2018-01-04 22:00:00,0.75
2121,2018-01-04 23:00:00,1.0
2122,2018-01-04 19:00:00,1.0
2122,2018-01-04 20:00:00,0.75
2122,2018-01-04 21:00:00,0.75
2122,2018-01-04 22:00:00,0.75
2122,2018-01-04 23:00:00,1.0
2123,2018-01-04 19:00:00,1.0
2123,2018-01-04 20:00:00,0.5
2123,2018-01-04 21:00:00,0.75
2123,2018-01-04 22:00:00,0.75
2123,2018-01-04 23:00:00,1.0
2124,2018-01-04 19:00:00,1.0
2124,2018-01-04 20:00:00,0.5
2124,2018-01-04 21:00:00,0.75
2124,2018-01-04 22:00:00,0.75
2124,2018-01-04 23:00:00,1.0
2125,2018-01-04 19:00:00,1.0
2125,2018-01-04 20:00:00,0.75
2125,2018-01-04 21:00:00,0.75
2125,2018-01-04 22:00:00,0.75
2125,2018-01-04 23:00:00,1.0
2126,2018-01-04 19:00:00,1.0
2126,2018-01-04 20:00:00,0.75
2126,2018-01-04 21:00:00,0.75
2126,2018-01-04 22:00:00,1.0
2126,2018-01-04 23:00:00,1.0
2127,2018-01-04 19:00:00,1.0
2127,2018-01-04 20:00:00,0.75
2127,2018-01-04 21:00:00,1.0
2127,2018-01-04 22:00:00,1.0
2127,2018-01-04 23:00:00,1.0
2128,2018-01-04 19:00:00,1.0
2128,2018-01-04 20:00:00,1.0
2128,2018-01-04 21:00:00,1.0
2128,2018-01-04 22:00:00,1.0
2128,2018-01-04 23:00:00,1.0
2129,2018-01-04 19:00:00,1.0
2129,2018-01-04 20:00:00,0.75
2129,2018-01-04 21:00:00,1.0
2129,2018-01-04 22:00:00,0.75
2129,2018-01-04 23:00:00,1.0
2130,2018-01-04 19:00:00,1.0
2130,2018-01-04 20:00:00,0.75
2130,2018-01-04 21:00:00,1.0
2130,2018-01-04 22:00:00,0.75
2130,2018-01-04 23:00:00,1.0
2131,2018-01-04 19:00:00,1.0
2131,2018-01-04 20:00:00,0.75
2131,2018-01-04 21:00:00,0.75
2131,2018-01-04 22:00:00,1.0
2131,2018-01-04 23:00:00,1.0
2132,2018-01-04 19:00:00,1.0
2132,2018-01-04 20:00:00,0.75
2132,2018-01-04 21:00:00,0.75
2132,2018-01-04 22:00:00,1.0
2132,2018-01-04 23:00:00,1.0
2133,2018-01-04 19:00:00,1.0
2133,2018-01-04 20:00:00,0.75
2133,2018-01-04 21:00:00,0.75
2133,2018-01-04 22:00:00,1.0
2133,2018-01-04 23:00:00,1.0
2134,2018-01-04 19:00:00,1.0
2134,2018-01-04 20:00:00,0.75
2134,2018-01-04 21:00:00,0.5
2134,2018-01-04 22:00:00,1.0
2134,2018-01-04 23:00:00,1.0
2135,2018-01-04 19:00:00,1.0
2135,2018-01-04 20:00:00,0.75
2135,2018-01-04 21:00:00,1.0
2135,2018-01-04 22:00:00,0.5
2135,2018-01-04 23:00:00,1.0
2136,2018-01-04 19:00:00,1.0
2136,2018-01-04 20:00:00,0.75
2136,2018-01-04 21:00:00,1.0
2136,2018-01-04 22:00:00,0.5
2136,2018-01-04 23:00:00,1.0
2137,2018-01-04 19:00:00,1.0
2137,2018-01-04 20:00:00,0.75
2137,2018-01-04 21:00:00,0.75
2137,2018-01-04 22:00:00,0.5
2137,2018-01-04 23:00:00,1.0
2138,2018-01-04 19:00:00,1.0
2138,2018-01-04 20:00:00,0.5
2138,2018-01-04 21:00:00,1.0
2138,2018-01-04 22:00:00,0.25
2138,2018-01-04 23:00:00,1.0
2139,2018-01-04 19:00:00,1.0
2139,2018-01-04 20:00:00,0.75
2139,2018-01-04 21:00:00,1.0
2139,2018-01-04 22:00:00,0.75
2139,2018-01-04 23:00:00,1.0
2140,2018-01-04 19:00:00,1.0
2140,2018-01-04 20:00:00,0.75
2140,2018-01-04 21:00:00,0.25
2140,2018-01-04 22:00:00,0.5
2140,2018-01-04 23:00:00,1.0
2141,2018-01-04 19:00:00,1.0
2141,2018-01-04 20:00:00,0.75
2141,2018-01-04 21:00:00,0.25
2141,2018-01-04 22:00:00,0.5
2141,2018-01-04 23:00:00,1.0
2142,2018-01-04 19:00:00,1.0
2142,2018-01-04 20:00:00,0.75
2142,2018-01-04 21:00:00,0.25
2142,2018-01-04 22:00:00,0.25
2142,2018-01-04 23:00:00,1.0
2143,2018-01-04 19:00:00,1.0
2143,2018-01-04 20:00:00,0.75
2143,2018-01-04 21:00:00,0.25
2143,2018-01-04 22:00:00,0.5
2143,2018-01-04 23:00:00,1.0
2144,2018-01-04 19:00:00,1.0
2144,2018-01-04 20:00:00,0.75
2144,2018-01-04 21:00:00,0.25
2144,2018-01-04 22:00:00,0.5
2144,2018-01-04 23:00:00,1.0
2145,2018-01-04 19:00:00,1.0
2145,2018-01-04 20:00:00,0.75
2145,2018-01-04 21:00:00,0.25
2145,2018-01-04 22:00:00,0.25
2145,2018-01-04 23:00:00,1.0
2146,2018-01-04 19:00:00,1.0
2146,2018-01-04 20:00:00,0.75
2146,2018-01-04 21:00:00,0.25
2146,2018-01-04 22:00:00,0.75
2146,2018-01-04 23:00:00,1.0
2147,2018-01-04 19:00:00,1.0
2147,2018-01-04 20:00:00,0.75
2147,2018-01-04 21:00:00,0.5
2147,2018-01-04 22:00:00,0.25
2147,2018-01-04 23:00:00,1.0
2148,2018-01-04 19:00:00,1.0
2148,2018-01-04 20:00:00,0.75
2148,2018-01-04 21:00:00,0.5
2148,2018-01-04 22:00:00,0.5
2148,2018-01-04 23:00:00,1.0
2149,2018-01-04 19:00:00,1.0
2149,2018-01-04 20:00:00,0.75
2149,2018-01-04 21:00:00,0.75
2149,2018-01-04 22:00:00,0.5
2149,2018-01-04 23:00:00,1.0
2150,2018-01-04 19:00:00,1.0
2150,2018-01-04 20:00:00,0.75
2150,2018-01-04 21:00:00,0.5
2150,2018-01-04 22:00:00,0.5
2150,2018-01-04 23:00:00,1.0
2151,2018-01-04 19:00:00,1.0
2151,2018-01-04 20:00:00,0.75
2151,2018-01-04 21:00:00,0.75
2151,2018-01-04 22:00:00,0.5
2151,2018-01-04 23:00:00,1.0
2152,2018-01-04 19:00:00,1.0
2152,2018-01-04 20:00:00,0.75
2152,2018-01-04 21:00:00,0.75
2152,2018-01-04 22:00:00,0.5
2152,2018-01-04 23:00:00,1.0
2153,2018-01-04 19:00:00,1.0
2153,2018-01-04 20:00:00,0.75
2153,2018-01-04 21:00:00,0.75
2153,2018-01-04 22:00:00,0.5
2153,2018-01-04 23:00:00,1.0
2154,2018-01-04 19:00:00,1.0
2154,2018-01-04 20:00:00,0.75
2154,2018-01-04 21:00:00,0.75
2154,2018-01-04 22:00:00,0.5
2154,2018-01-04 23:00:00,1.0
2155,2018-01-04 19:00:00,1.0
2155,2018-01-04 20:00:00,0.75
2155,2018-01-04 21:00:00,0.75
2155,2018-01-04 22:00:00,0.5
2155,2018-01-04 23:00:00,1.0
2156,2018-01-04 19:00:00,1.0
2156,2018-01-04 20:00:00,0.75
2156,2018-01-04 21:00:00,0.75
2156,2018-01-04 22:00:00,0.5
2156,2018-01-04 23:00:00,1.0
2157,2018-01-04 19:00:00,1.0
2157,2018-01-04 20:00:00,0.75
2157,2018-01-04 21:00:00,0.75
2157,2018-01-04 22:00:00,0.5
2157,2018-01-04 23:00:00,1.0
2158,2018-01-04 19:00:00,1.0
2158,2018-01-04 20:00:00,1.0
2158,2018-01-04 21:00:00,1.0
2158,2018-01-04 22:00:00,0.5
2158,2018-01-04 23:00:00,1.0
2159,2018-01-04 19:00:00,1.0
2159,2018-01-04 20:00:00,0.75
2159,2018-01-04 21:00:00,1.0
2159,2018-01-04 22:00:00,0.5
2159,2018-01-04 23:00:00,1.0
2160,2018-01-04 19:00:00,1.0
2160,2018-01-04 20:00:00,0.5
2160,2018-01-04 21:00:00,1.0
2160,2018-01-04 22:00:00,0.5
2160,2018-01-04 23:00:00,1.0
2161,2018-01-04 19:00:00,1.0
2161,2018-01-04 20:00:00,0.75
2161,2018-01-04 21:00:00,0.75
2161,2018-01-04 22:00:00,0.5
2161,2018-01-04 23:00:00,1.0
2162,2018-01-04 19:00:00,1.0
2162,2018-01-04 20:00:00,0.75
2162,2018-01-04 21:00:00,1.0
2162,2018-01-04 22:00:00,0.75
2162,2018-01-04 23:00:00,1.0
2163,2018-01-04 19:00:00,1.0
2163,2018-01-04 20:00:00,0.75
2163,2018-01-04 21:00:00,1.0
2163,2018-01-04 22:00:00,0.75
2163,2018-01-04 23:00:00,1.0
2164,2018-01-04 19:00:00,1.0
2164,2018-01-04 20:00:00,1.0
2164,2018-01-04 21:00:00,1.0
2164,2018-01-04 22:00:00,0.75
2164,2018-01-04 23:00:00,1.0
2165,2018-01-04 19:00:00,1.0
2165,2018-01-04 20:00:00,1.0
2165,2018-01-04 21:00:00,1.0
2165,2018-01-04 22:00:00,0.5
2165,2018-01-04 23:00:00,1.0
2166,2018-01-04 19:00:00,1.0
2166,2018-01-04 20:00:00,1.0
2166,2018-01-04 21:00:00,1.0
2166,2018-01-04 22:00:00,0.5
2166,2018-01-04 23:00:00,1.0
2167,2018-01-04 19:00:00,1.0
2167,2018-01-04 20:00:00,1.0
2167,2018-01-04 21:00:00,0.75
2167,2018-01-04 22:00:00,0.5
2167,2018-01-04 23:00:00,1.0
2168,2018-01-04 19:00:00,1.0
2168,2018-01-04 20:00:00,1.0
2168,2018-01-04 21:00:00,1.0
2168,2018-01-04 22:00:00,0.75
2168,2018-01-04 23:00:00,1.0
2170,2018-01-04 19:00:00,1.0
2170,2018-01-04 20:00:00,1.0
2170,2018-01-04 21:00:00,0.5
2170,2018-01-04 22:00:00,0.75
2170,2018-01-04 23:00:00,1.0
2171,2018-01-04 19:00:00,1.0
2171,2018-01-04 20:00:00,1.0
2171,2018-01-04 21:00:00,0.75
2171,2018-01-04 22:00:00,0.5
2171,2018-01-04 23:00:00,1.0
2172,2018-01-04 19:00:00,1.0
2172,2018-01-04 20:00:00,1.0
2172,2018-01-04 21:00:00,1.0
2172,2018-01-04 22:00:00,0.75
2172,2018-01-04 23:00:00,1.0
2173,2018-01-04 19:00:00,1.0
2173,2018-01-04 20:00:00,1.0
2173,2018-01-04 21:00:00,1.0
2173,2018-01-04 22:00:00,0.5
2173,2018-01-04 23:00:00,1.0
2174,2018-01-04 19:00:00,1.0
2174,2018-01-04 20:00:00,1.0
2174,2018-01-04 21:00:00,1.0
2174,2018-01-04 22:00:00,0.75
2174,2018-01-04 23:00:00,1.0
2175,2018-01-04 19:00:00,1.0
2175,2018-01-04 20:00:00,1.0
2175,2018-01-04 21:00:00,0.75
2175,2018-01-04 22:00:00,1.0
2175,2018-01-04 23:00:00,1.0
2176,2018-01-04 19:00:00,1.0
2176,2018-01-04 20:00:00,1.0
2176,2018-01-04 21:00:00,1.0
2176,2018-01-04 22:00:00,1.0
2176,2018-01-04 23:00:00,1.0
2177,2018-01-04 19:00:00,1.0
2177,2018-01-04 20:00:00,0.75
2177,2018-01-04 21:00:00,0.75
2177,2018-01-04 22:00:00,1.0
2177,2018-01-04 23:00:00,1.0
2178,2018-01-04 19:00:00,1.0
2178,2018-01-04 20:00:00,1.0
2178,2018-01-04 21:00:00,0.75
2178,2018-01-04 22:00:00,1.0
2178,2018-01-04 23:00:00,1.0
2179,2018-01-04 19:00:00,1.0
2179,2018-01-04 20:00:00,1.0
2179,2018-01-04 21:00:00,0.75
2179,2018-01-04 22:00:00,1.0
2179,2018-01-04 23:00:00,1.0
2180,2018-01-04 19:00:00,1.0
2180,2018-01-04 20:00:00,1.0
2180,2018-01-04 21:00:00,0.75
2180,2018-01-04 22:00:00,1.0
2180,2018-01-04 23:00:00,1.0
2181,2018-01-04 19:00:00,1.0
2181,2018-01-04 20:00:00,1.0
2181,2018-01-04 21:00:00,1.0
2181,2018-01-04 22:00:00,1.0
2181,2018-01-04 23:00:00,1.0
2182,2018-01-04 19:00:00,1.0
2182,2018-01-04 20:00:00,1.0
2182,2018-01-04 21:00:00,1.0
2182,2018-01-04 22:00:00,1.0
2182,2018-01-04 23:00:00,1.0
2183,2018-01-04 19:00:00,1.0
2183,2018-01-04 20:00:00,1.0
2183,2018-01-04 21:00:00,1.0
2183,2018-01-04 22:00:00,1.0
2183,2018-01-04 23:00:00,1.0
2184,2018-01-04 19:00:00,1.0
2184,2018-01-04 20:00:00,1.0
2184,2018-01-04 21:00:00,1.0
2184,2018-01-04 22:00:00,1.0
2184,2018-01-04 23:00:00,1.0
2185,2018-01-04 19:00:00,1.0
2185,2018-01-04 20:00:00,1.0
2185,2018-01-04 21:00:00,1.0
2185,2018-01-04 22:00:00,1.0
2185,2018-01-04 23:00:00,1.0
2186,2018-01-04 19:00:00,1.0
2186,2018-01-04 20:00:00,0.75
2186,2018-01-04 21:00:00,1.0
2186,2018-01-04 22:00:00,1.0
2186,2018-01-04 23:00:00,1.0
2187,2018-01-04 19:00:00,1.0
2187,2018-01-04 20:00:00,1.0
2187,2018-01-04 21:00:00,0.75
2187,2018-01-04 22:00:00,1.0
2187,2018-01-04 23:00:00,1.0
2188,2018-01-04 19:00:00,1.0
2188,2018-01-04 20:00:00,1.0
2188,2018-01-04 21:00:00,0.75
2188,2018-01-04 22:00:00,1.0
2188,2018-01-04 23:00:00,1.0
2189,2018-01-04 19:00:00,1.0
2189,2018-01-04 20:00:00,0.75
2189,2018-01-04 21:00:00,1.0
2189,2018-01-04 22:00:00,1.0
2189,2018-01-04 23:00:00,1.0
2190,2018-01-04 19:00:00,1.0
2190,2018-01-04 20:00:00,1.0
2190,2018-01-04 21:00:00,1.0
2190,2018-01-04 22:00:00,1.0
2190,2018-01-04 23:00:00,1.0
2191,2018-01-04 19:00:00,1.0
2191,2018-01-04 20:00:00,0.75
2191,2018-01-04 21:00:00,1.0
2191,2018-01-04 22:00:00,1.0
2191,2018-01-04 23:00:00,1.0
2192,2018-01-04 19:00:00,1.0
2192,2018-01-04 20:00:00,1.0
2192,2018-01-04 21:00:00,1.0
2192,2018-01-04 22:00:00,1.0
2192,2018-01-04 23:00:00,1.0
2193,2018-01-04 19:00:00,1.0
2193,2018-01-04 20:00:00,1.0
2193,2018-01-04 21:00:00,0.75
2193,2018-01-04 22:00:00,1.0
2193,2018-01-04 23:00:00,1.0
